Database Identifier,Institution,Mother Institution,State,Priority (1-4),"Type (Any Teaching 1, Pure Research 2, Government 3)",Divisions (Official Names separated by commas),"Private 1, Public 0, Mix 2, Unknown 3",COI,Year Founded,Students,Endowment (Millions),Operating Budget (Millions),Policy Different Between Schools? (Yes 1/No 0/Unknown 2),Link to the Policy?,Umbrella Policy
903,University of Missouri ,,MO,,,,0,1,,,,,,http://www.umsystem.edu/ums/rules/collected_rules/personnel/ch330/330.015_policy_on_conflict_of_interest,
906,University of Missouri System ,,MO,,,,,1,,,,,,http://www.umsystem.edu/ums/rules/collected_rules/personnel/ch330/330.015_policy_on_conflict_of_interest,
904,University of Missouri–Kansas City ,,MO,,,,0,1,,,,,,http://www.umsystem.edu/ums/rules/collected_rules/personnel/ch330/330.015_policy_on_conflict_of_interest,
905,University of Missouri–Saint Louis ,,MO,,,,0,1,,,,,,http://www.umsystem.edu/ums/rules/collected_rules/personnel/ch330/330.015_policy_on_conflict_of_interest,
907,University of Mobile ,,AL,1,,,,2,,,,,,,
908,University of Montana–Missoula ,,MT,,,,,,,,,,,,
909,University of Montana–Western ,,MT,,,,,,,,,,,,
910,University of Montevallo ,,AL,,,,,,,,,,,,
913,University of Nebraska Medical Center ,,NE,,,,,,,,,,,,
915,University of Nebraska System ,,NE,,,,,,,,,,,,
911,University of Nebraska–Kearney ,,NE,,,,,,,,,,,,
912,University of Nebraska–Lincoln ,,NE,,,,,,,,,,,,
914,University of Nebraska–Omaha ,,NE,,,,,,,,,,,,
916,University of Nevada–Las Vegas ,,NV,,,,,,,,,,,,
917,University of Nevada–Reno ,,NV,,,,,,,,,,,,
918,University of New England ,,ME,,,,,,,,,,,,
919,University of New Hampshire ,,NH,,,,,,,,,,,,
920,University of New Hampshire at Manchester ,,NH,,,,,,,,,,,,
921,University of New Hampshire School of Law ,,NH,,,,,,,,,,,,
922,University of New Haven ,,CT,,,,,,,,,,,,
923,University of New Mexico ,,NM,,,,,,,,,,,,
924,University of New Orleans ,,LA,,,,,,,,,,,,
925,University of North Alabama ,,AL,,,,,,,,,,,,
926,University of North Carolina–Asheville ,,NC,1,1,liberal arts,0,1,1927,3700,21.1 million (2009),40 million,0,http://www2.unca.edu/sro/conflict.asp,
927,University of North Carolina–Chapel Hill ,,NC,1,2,"College of Arts and Sciences, School of Law, School of Medicine, Kenan-Flager Business School, School of Dentistry, School of Education, School of Government, School of Information and Library Science, School of Journalism and Mass Communication, Gillings School of Global Public Health, School of Nursing, School of Social Work",0,1,1789,"29,390 (18,579 undergrad and 10,811 graduate)",1.9 billion (2009),2.4 billion (2009-2010),,need university authentication to access policy,
928,University of North Carolina–Charlotte ,,NC,1,2,"Colleges of Arts + Architecture, Business, Computing and Informatics, Education, Engineering, Health and Human Services and Liberal Arts & Sciences",0,1,1956,"~25,000 total",105.9 million (2009),,,http://legal.uncc.edu/policies/ps-11.html,
929,University of North Carolina–Greensboro ,,NC,1,,,0,1,,,,,,http://www.uncg.edu/orc/conflict.htm,
930,University of North Carolina–Pembroke ,,NC,1,,,0,1,,,,,,http://www.uncp.edu/ba/policies/hr/hr0695.htm,
931,University of North Carolina–School of the Arts ,,NC,1,,,0,1,,,,,,http://docs.google.com/viewer?a=v&q=cache:S4-oZwT7tXsJ:www.uncsa.edu/generalcounsel/GCpolicies/Personnel/Pol603ConflictsOfInterestEmployees.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEEShTsVr9cwJBYFRyCIGAjoVnCWGIKHb11RqSKtwZaZ-O89Iy_7YmScuwxcGSmuy9pdZ3toqlOBy6NL-pUBiQDnrn_h29YBGt-fNFx09MYKO6FFSXAV7OH7781lvP4_L2La1Qg1F0&sig=AHIEtbQQVMgIUYnikqZOd94PJCDJBZQwVg,
932,University of North Carolina–Wilmington ,,NC,,,,0,1,,,,,,http://uncw.edu/policies/,
933,University of North Dakota ,,ND,,,,,,,,,,,,
934,University of North Florida ,,FL,,,,,,,,,,,,
935,University of North Texas ,,TX,,,,,,,,,,,,
936,University of North Texas Health Science Center ,,TX,,,,,,,,,,,,
937,University of Northern Colorado ,,CO,1,1,"College of Education and Behavioral Sciences, College of Humanities and Social Sciences, College of Natural and Health Sciences, College of Performing and Visual Arts, Kenneth W. Monfort College of Business",0,1,1889,"10,090 undergrad and 2,268 graduate",61.5 million (2009),179 million (2009),1,http://www.unco.edu/osp/POLICY/coi.htm,
938,University of Northern Iowa ,,IA,,,,,,,,,,,,
939,University of Northwestern Ohio ,,OH,,,,,,,,,,,,
940,University of Notre Dame ,,IN,,,"College of Arts and Letters, College of Science, School of Architecture, College of Engineering, Mendoza College of Business, Law School, Graduate School",1,1,1842,"11,731 students (8,363 under- graduates and 3,368 graduate and professional students)",6.07 billion,,,http://search.nd.edu/search?q=cache:XBXPUPzVwQ4J:policy.nd.edu/policy_files/ConflictofInterestPolicy.pdf+conflict+of+interest+policy&client=default_frontend&output=xml_no_dtd&proxystylesheet=default_frontend&site=default_collection&ie=UTF-8&access=p&oe=UTF-8,
941,University of Oklahoma ,,OK,,,,0, 1 (but also working on a more comprehensive conflict of interest policy),,,,,,http://www.ou.edu/provost/pronew/content/fhbmenu.html,
942,University of Oklahoma Health Sciences Center ,,OK,,,,,,,,,,,,
943,University of Oklahoma–Tulsa ,,OK,,,,,,,,,,,,
944,University of Oregon ,,OR,,,"College of Arts and Sciences, Lundquist College of Business, College of Education, School of Architecture and Allied Arts, School of Journalism and Communication, School of Law, School of Music and Dance",0,1,1876,23389 (Total)   19534 (Undergrad)    3855 (Graduate),,,,http://policies.uoregon.edu/policy/by/1/09000-research/financial-conflict-interest-disclosure-and-management-investigators-exter,
1928,University of Pennsylvania ,,PA,,,,,,,,5669,,,,
1929,University of Phoenix ,,AZ,,,,,,,,,,,,
1930,University of Pittsburgh ,,PA,,,,,,,,2032.8,,,,
1931,University of Pittsburgh–Bradford ,,PA,,,,,,,,,,,,
1932,University of Pittsburgh–Greensburg ,,PA,,,,,,,,,,,,
1933,University of Pittsburgh–Johnstown ,,PA,,,,,,,,,,,,
1934,University of Portland ,,OR,,,,,,,,80,,,,
1945,University of Puerto Rico System ,,PR,,,,,,,,,,,,
1935,University of Puerto Rico–Aguadilla ,,PR,,,,,,,,,,,,
1936,University of Puerto Rico–Arecibo ,,PR,,,,,,,,,,,,
1937,University of Puerto Rico–Bayamón ,,PR,,,,,,,,,,,,
1938,University of Puerto Rico–Carolina ,,PR,,,,,,,,,,,,
1939,University of Puerto Rico–Cayey ,,PR,,,,,,,,,,,,
1940,University of Puerto Rico–Ciencias Médicas ,,PR,,,,,,,,,,,,
1941,University of Puerto Rico–Humacao ,,PR,,,,,,,,,,,,
1942,University of Puerto Rico–Mayagüez ,,PR,,,,,,,,,,,,
1943,University of Puerto Rico–Ponce ,,PR,,,,,,,,,,,,
1944,University of Puerto Rico–Río Piedras ,,PR,,,,,,,,,,,,
1946,University of Puerto Rico–Utuado ,,PR,,,,,,,,,,,,
1947,University of Puget Sound ,,WA,,,,,,,,217.7,,,,
1948,University of Redlands ,,CA,2,1,"College of Arts and Sciences, School of Education, School of Business, School of Continuing Studies",1,,1907,4500,94.2,,,,
1949,University of Rhode Island ,,RI,1,,"Arts and Sciences, Business Administration, Continuing Education, Engineering, Environment and Life Sciences, Human Science and Services, Nursing, Pharmacy, University College and Graduate School of Oceanography.",0,1,1888,16294,84.9,"~300 (couldn't find exact numbers). In 2003, 337. In 2004, 332.",2,www.uri.edu/research/tro/policies/Conflict%20of%20Interest%20Policy.doc,
1950,University of Richmond ,,VA,,,,,,,,1614.9,,,,
1951,University of Rio Grande ,,OH,,,,,,,,,,,,
1952,University of Rochester ,,NY,,,,,,,,1367.9,,,,
1954,University of Saint Francis ,,IL,,,,,,,,,,,,
1955,University of Saint Francis ,,IN,,,,,,,,,,,,
1956,University of Saint Mary ,,KS,,,,,,,,,,,,
1975,University of Saint Thomas ,,TX,,,,,,,,,,,,
1976,University of Saint Thomas ,,MN,,,,,,,,,,,,
1957,University of San Diego ,,CA,1,,"College of Arts and Sciences, School of Business Administration, Engineering, Hahn School of Nursing and Health Science, Joan B. Kroc School of Peace Studies, School of Law, School of Leadership and Education Sciences",1,1,1949,7800,260,,0,http://www-rohan.sdsu.edu/~gra/grad/research/docs/Conflict_of_Interest_Policy_Change_approved_by_URC_41707.doc,
1958,University of San Francisco ,,CA,1,,"College of Arts and Sciences, School of Business and Professional Studies, School of Education, School of Law, School of Nursing",1,1,1855,9036,182,,2,"https://www.usfca.edu/uploadedFiles/Destinations/Offices_and_Services/Business_and_Finance/Purchasing_Services/USF%20Conflict%20of%20Interest%20Statement,%20HR.pdf",
1959,University of Science & Arts of Oklahoma ,,OK,,,,,,,,,,,,
1961,University of Scranton ,,PA,3,1,"College of Arts and Sciences, Kania School of Management, Panuska College of Professional Studies",1,1,1888,5160,106.3,,http://matrix.scranton.edu/academics/provost/research/Conflict_of_Interest_Policy.pdf,http://matrix.scranton.edu/academics/provost/PDFs/academic-policies/Conflict_of_Interest.pdf,
1962,University of Sioux Falls ,,SD,,,,,,,,,,,,
1977,University of South Alabama ,,AL,,,,,,,,263.6,,,,
1966,University of South Carolina ,,SC,1,,"College of Arts and Sciences, Moore School of Business, College of Education, College of Engineering and Computing, University of South Carolina Graduate School, College of Hospitality Retail and Sport Management, School of Law, College of Mass Communications and Information Studies, School of Medicine, School of Music, College of Nursing, College of Pharmacy, Arnold School of Public Health, College of Social Work, South Carolina Honors College",0,1,1801,>44152,420,1100,0,http://www.sc.edu/iaudit/images/conflictofinterest.pdf,
1969,University of South Carolina System ,,SC,,,,,,,,,,,,
1967,University of South Carolina–Aiken ,,SC,,,,,,,,,,,,
1968,University of South Carolina–Beaufort ,,SC,,,,,,,,,,,,
1970,University of South Carolina–Upstate ,,SC,,,,,,,,,,,,
1971,University of South Dakota ,,SD,,,,,,,,126,,,,
1972,University of South Florida ,,FL,,,,,,,,295.9,,,,
1973,University of South Florida–Saint Petersburg ,,FL,,,,,,,,,,,,
1963,University of Southern California ,,CA,1,1,"USC Dornsife College of Letters, Arts and Sciences, USC Leventhal School of Accounting, USC School of Architecture, USC Marshall School of Business, USC School of Cinematic Arts, USC Annenberg School for Communication & Journalism, Herman Ostrow School of Dentistry of USC, USC Rossier School of Education, USC Viterbi School of Engineering, USC Roski School of Fine Arts, USC Davis School of Gerontology, USC Gould School of Law, Keck School of Medicine of USC, USC Thornton School of Music, Division of Occupational Science and Occupational Therapy, USC School of Pharmacy, Division of Biokinesiology and Physical Therapy, USC School of Policy, Planning, and Development, USC School of Social Work",,,,,2948,,,,
1978,University of Southern Indiana ,,IN,,,,,,,,*1371,,,,
1964,University of Southern Maine ,,ME,,,,,,,,,,,,
1974,University of Southern Mississippi ,,MS,,,,,,,,,,,,
1965,University of Southern Nevada ,,NV,,,,,,,,,,,,
1979,University of Tampa ,,FL,,,,,,,,,,,,
1980,University of Tennessee ,,TN,1,,"Agricultural Sciences and Natural Resources, Architecture and Design, Arts and Sciences, Business Administration, Communication and Information, Education, Health, and Human Sciences, Engineering, Graduate School, Law, Nursing, Social Work, Space Institute, Veterinary Medicine",0,1,1794,27107,664.6,,0,"https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125","https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125#2"
1982,University of Tennessee Health Science Center ,,TN,1,,"College of Allied Health Sciences, College of Dentistry, College of Graduate Health Sciences, College of Medicine, College of Nursing, College of Pharmacy",0,,1911,2800,,,,,"https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125#2"
1984,University of Tennessee System ,,TN,1,,"University of Tennessee - Knoxville, University of Tennessee - Chattanooga, University of Tennessee - Martin, University of Tennessee Health Science Center, Institute of Agriculture, Institute for Public Service, Space Institute",0,1,1794,27107,728.7,1076.8,0,"https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125#2",
1981,University of Tennessee–Chattanooga ,,TN,1,,"The Graduate School, College of Arts & Sciences, College of Business, College of Engineering & Computer Science, College of Health, Education and Professional Studies, The Graduate School, Graduate School of Computational Engineering, College of Engineering and Computer Science, School of Nursing, College of Medicine - Chattanooga Unit, UTeaChattanooga",0,1,1886,10781,77.3,147,0,http://www.utc.edu/Departments/fcouncil/FacultyHandbook/Ch8Handbook.pdf,"https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125#2"
1983,University of Tennessee–Martin ,,TN,1,1,"College of Agriculture & Applied Sciences, College of Business & Global Affairs, College of Education and Behavioral Sciences, College of Engineering & Natural Sciences, College of Humanities & Fine Arts",0,1,,,,,0,http://www.utm.edu/acadaff/fachandbook/fachbook.pdf,"https://my.tennessee.edu/portal/page?_pageid=34,140536&_dad=portal&_schema=PORTAL&p_policy=FI0125#2"
1990,University of Texas Health Science Center at Houston ,,TX,1,,"Dental Branch, Graduate School of Biomedical Sciences, Medical School, School of Biomedical Informatics, School of Nursing, School of Public Health",0,1,1972,4485,,903.2,1,http://www.uthouston.edu/hoop/policy.htm?id=1447888; Research Policy http://www.uthouston.edu/hoop/policy.htm?id=1448036,http://www.utsystem.edu/policy/policies/int160.html
1991,University of Texas Health Science Center at San Antonio ,,TX,1,,"Dental School, Graduate School of Biomedical Sciences, School of Health Professions, School of Medicine, School of Nursing (College of Pharmacy, School of Public Health affiliated)",0,,1959,3270,,743.6,0,http://www.uthscsa.edu/hop2000/10.1.12.pdf,http://www.utsystem.edu/policy/policies/int160.html
2137,University of Texas Health Science Center at San Antonio ,University of Texas,,1,2,,,,,,,,,http://www.uthscsa.edu/hop2000/10.1.6.pdf,
1992,University of Texas Health Science Center at Tyler ,,TX,1,Health Institution,,0,1,1947,N/A - Not Degree-Granting,,121.6,,http://www.uthct.edu/files/pdf/policy_standardsofconduct.pdf,http://www.utsystem.edu/policy/policies/int160.html
1993,University of Texas M.D. Anderson Cancer Center ,,TX,1,1,"School of Health Professions, Graduate School of Biomedical Sciences, Graduate Medical Education, Clinical Education for Non-Physicians, Nursing Education",0,1,1941,248,,3164.7,0,http://www.mdanderson.org/about-us/certifications-and-standards/compliance-program/conflicts-of-interest-policy---adm0255.pdf,http://www.utsystem.edu/policy/policies/int160.html
2157,University of Texas M.D. Anderson Cancer Center ,,,1,2,,,,,,,,,,
1994,University of Texas Medical Branch at Galveston ,,TX,1,1,"School of Health Professions, School of Medicine, School of Nursing, Graduate School of Biomedical Sciences, Graduate Medical Education, East Texas Area Health Education Center",0,1,1891,2660,,1620.8,1,http://research.utmb.edu/Comp-COI/regulations.shtm,http://www.utsystem.edu/policy/policies/int160.html
1996,University of Texas of the Permian Basin ,,TX,1,1,"College of Arts and Sciences, School of Business, School of Education",0,1,1969,4063,,52.7,0,http://www.utpb.edu/media/files/university-forms/conflictofinterest.pdf,http://www.utsystem.edu/policy/policies/int160.html
2155,University of Texas Southwestern Medical Center ,,,1,2,,,,,,,,,,
1998,University of Texas Southwestern Medical Center at Dallas ,,TX,,1,"UT Southwestern Medical School, Graduate School of Biomedical Sciences, UT Southwestern School of Health Professions",0,1,1943,2467,,1689.1,0,http://www.utsouthwestern.edu/vgn/images/portal/cit_56417/57/12/585535Policy_and_Procedures_on_Conflicts_of_Interest_in_Research_-_rev_April_2010wo.pdf,http://www.utsystem.edu/policy/policies/int160.html
1999,University of Texas System ,,TX,,1,"UT Arlington, UT Austin, UT Brownsville, UT Dallas, UT El Paso, UT Pan American, UT Permian Basin, UT San Antonio, UT Tyler, UT Southwestern Medical Center, UT Medical Branch at Galveston, UT Health Science Center at Houston, UT Health Science Center at San Antonio, UT M. D. Anderson Cancer Center, UT Health Science Center at Tyler",0,1,1876,211213,14052,12800,1,http://www.utsystem.edu/policy/policies/int160.html,http://www.utsystem.edu/policy/policies/int160.html
1985,University of Texas–Arlington ,,TX,1,,"Architecture, Business, Education and Health Professions, Engineering, Graduate School, Honors College, Liberal Arts, Nursing, Science, Social Work, University College, Urban and Public Affairs",0,1,1895,33788,60.96 (2008),449.7,0,http://www.uta.edu/ra/oric/coi/index.htm,http://www.utsystem.edu/policy/policies/int160.html
1986,University of Texas–Austin ,,TX,1,,"Cockrell School of Engineering, College of Communication, College of Education, College of Fine Arts, College of Liberal Arts, College of Natural Sciences, College of Pharmacy, Continuing and Innovative Education, Graduate School, Jackson School of Geosciences, Lyndon B. Johnson School of Public Affairs, McCombs School of Business, School of Architecture, School of Information, School of Law, School of Nursing, School of Social Work, School of Undergraduate Studies",0,1,1883,51000,,2134.2,0,http://www.utexas.edu/research/resources/policies/conflict-interest,http://www.utsystem.edu/policy/policies/int160.html
1987,University of Texas–Brownsville ,,TX,1,,"University College, College of Education, College of Liberal Arts, College of Science Mathematics and Technology, College of Business, College of Biomedical Sciences and Health Professions, College of Nursing",0,1,1973,15230,,167.6,0,http://www.utb.edu/ba/hoop/Policy/7-7-6.pdf,http://www.utsystem.edu/policy/policies/int160.html
1988,University of Texas–Dallas ,,TX,1,,"School of Arts and Humanities, School of Behavioral and Brain Sciences, School of Economic, Political and Policy Sciences, Erik Jonsson School of Engineering and Computer Science, School of Interdisciplinary Studies, School of Management, School of Natural Sciences and Mathematics",0,1,1961,17128,,390.4,0,http://www.utdallas.edu/research/export/documents/PM-69.pdf,http://www.utsystem.edu/policy/policies/int160.html
1989,University of Texas–El Paso ,,TX,1,,"College of Business, College of Education, College of Engineering, College of Health Sciences, College of Liberal Arts, School of Nursing, College of Science, University College",0,1,1914,22051,,364.8,0,http://research.utep.edu/Default.aspx?tabid=59642,http://www.utsystem.edu/policy/policies/int160.html
1995,University of Texas–Pan American ,,TX,1,1,"College of Arts and Humanities, College of Business Administration, College of Education, College of Engineering and Computer Science, College of Health Sciences and Human Service, College of Science and Mathematics, College of Social and Behavioral Sciences",0,1,1927,18744,,263.9,0,https://portal.utpa.edu/portal/page/portal/utpa_main/daa_home/orsp_home/orsp_imagesfiles/Conflict_of_Interest.pdf,http://www.utsystem.edu/policy/policies/int160.html
1997,University of Texas–San Antonio ,,TX,1,1,"College of Architecture, College of Business, College of Education and Human Development, College of Engineering, College of Liberal and Fine Arts, College of Public Policy, College of Sciences, Honors College, The Graduate School",0,1,1969,30258,,468.4,0,http://www.utsa.edu/hop/chapter4/4-31.html,http://www.utsystem.edu/policy/policies/int160.html
2000,University of Texas–Tyler ,,TX,,1,"College of Arts and Sciences, College of Business and Technology, , College of Education and Psychology, College of Engineering and Computer Sciences, College of Nursing and Health Sciences",0,1,1971,6446,,90.6,0,http://www.uttyler.edu/compliance/documents/UTTCOIpolicy.pdf,
